t,x,y,z,gripper
5.2,0.10236333442324057,0.20840398437979996,0.09008967876591599,1.0
5.24,0.099118066104195,0.20709371799602955,0.08991554953209223,1.0
5.28,0.0968654750404787,0.20364495979121838,0.08987045268410941,1.0
5.32,0.09462301071617167,0.19962657756460167,0.08987037076975804,1.0
5.36,0.09206213979531361,0.19505855933327476,0.08999018478619536,1.0
5.4,0.08999395621988066,0.19006114998353862,0.09005247304208941,1.0
5.44,0.0880199997905937,0.18507550968701286,0.08998331195030594,1.0
5.48,0.08609372159740897,0.17970921219606095,0.0899560499168522,1.0
5.5200000000000005,0.08433222735124032,0.17479865595143665,0.09000349593060569,1.0
5.5600000000000005,0.08292275639855176,0.1702753174721989,0.08995287907020028,1.0
5.6000000000000005,0.08176652024584445,0.1663034186188871,0.08999037151960677,1.0
5.64,0.08084463757189683,0.16315068554885706,0.09000740301396162,1.0
5.68,0.0802581954421549,0.16098384084892509,0.08999862181774855,1.0
5.72,0.08000741239964272,0.16002875903404887,0.08999999189743835,1.0
5.76,0.08,0.16,0.08974434524852555,1.0
5.8,0.08,0.16,0.08874693980599926,1.0
5.84,0.08,0.16,0.08706757816175587,1.0
5.88,0.08,0.16,0.08478254177012609,1.0
5.92,0.08,0.16,0.08196811208544082,1.0
5.96,0.08,0.16,0.0787005705620307,1.0
6.0,0.08,0.16,0.07505619865422664,1.0
6.04,0.08,0.16,0.07111127781635924,1.0
6.08,0.08,0.16,0.06694208950275946,1.0
6.12,0.08,0.16,0.06262491516775788,1.0
6.16,0.08,0.16,0.05823603626568547,1.0
6.2,0.08,0.16,0.05385173425087283,1.0
6.24,0.08,0.16,0.049548290577650804,1.0
6.28,0.08,0.16,0.04540198670035025,1.0
6.32,0.08,0.16,0.04148910407330179,1.0
6.36,0.08,0.16,0.037885924150836324,1.0
6.4,0.08,0.16,0.03466872838728453,1.0
6.44,0.08,0.16,0.03191379823697724,1.0
6.48,0.08,0.16,0.029697415154245177,1.0
6.5200000000000005,0.08,0.16,0.02809586059341916,1.0
6.5600000000000005,0.08,0.16,0.027185416008829955,1.0
6.6000000000000005,0.08,0.16,0.027000000000000003,1.0
6.640000000000001,0.08,0.16,0.027000000000000003,1.0
6.68,0.08,0.16,0.027000000000000003,1.0
6.72,0.08,0.16,0.027000000000000003,1.0
6.76,0.08,0.16,0.027000000000000003,1.0
6.8,0.08,0.16,0.027000000000000003,1.0
6.84,0.08,0.16,0.027000000000000003,1.0
6.88,0.08,0.16,0.027000000000000003,0.999256539151391
6.92,0.08,0.16,0.027000000000000003,0.9627547735190537
6.96,0.08,0.16,0.027000000000000003,0.8772149301026475
7.0,0.08,0.16,0.027000000000000003,0.7508100218661868
7.04,0.08,0.16,0.027000000000000003,0.591713061773678
7.08,0.08,0.16,0.027000000000000003,0.4080970627891387
7.12,0.08,0.16,0.027000000000000003,0.2081350378765729
7.16,0.08,0.16,0.027000000000000003,0.0
