t,x,y,z,gripper
3.04,0.06418328434427577,-0.004708069204319943,0.18,1.0
3.08,0.06419691823225383,-0.0027245502094085756,0.18,1.0
3.12,0.06417992091056972,-0.0007392325853450163,0.18,1.0
3.16,0.06414313287142921,0.001248374687924622,0.18,1.0
3.2,0.06408874770680503,0.0032371845824219134,0.18,1.0
3.24,0.06401895900866988,0.005226110070168413,0.18,1.0
3.2800000000000002,0.06393596036899649,0.0072140641231856735,0.18,1.0
3.3200000000000003,0.06384194537975757,0.009199959713495251,0.18,1.0
3.36,0.06373910763292583,0.0111827098131187,0.18,1.0
3.4,0.06362964072047395,0.013161227394077574,0.18,1.0
3.44,0.06349780089392688,0.015136234838457815,0.18,1.0
3.48,0.06330693098313372,0.01711088690609842,0.18,1.0
3.52,0.06306371417361756,0.019084261619214327,0.18,1.0
3.56,0.0627766448758474,0.021055260188697165,0.18,1.0
3.6,0.06245421750029231,0.023022783825438518,0.18,1.0
3.64,0.06210492645742132,0.02498573374032997,0.18,1.0
3.68,0.06173726615770348,0.026943011144263188,0.18,1.0
3.72,0.06135973101160782,0.028893517248129715,0.18,1.0
3.7600000000000002,0.06097936648222642,0.03083633616091516,0.18,1.0
3.8000000000000003,0.06056877345577582,0.03277475902795338,0.18,1.0
3.84,0.06011785855642205,0.03470953541529489,0.18,1.0
3.88,0.059630963895295055,0.0366395393859555,0.18,1.0
3.92,0.05911243158352482,0.03856364500295094,0.18,1.0
3.96,0.05856660373224128,0.04048072632929702,0.18,1.0
4.0,0.05799782245257445,0.042389657428009445,0.18,1.0
4.04,0.057410429855654234,0.044289312362104045,0.18,1.0
4.08,0.05680876805261062,0.04617856519459655,0.18,1.0
4.12,0.05618955118487922,0.04805803499253277,0.18,1.0
4.16,0.05553540630273758,0.0499313902410679,0.18,1.0
4.2,0.0548481221206104,0.051797740323270364,0.18,1.0
4.24,0.05413068944294853,0.05365591481631435,0.18,1.0
4.28,0.05338609907420285,0.055504743297373926,0.18,1.0
4.32,0.05261734181882425,0.057343055343623314,0.18,1.0
4.36,0.051827408481263604,0.05916968053223656,0.18,1.0
4.4,0.05101928986597176,0.06098344844038789,0.18,1.0
4.44,0.050195594346224795,0.06278332366423492,0.18,1.0
4.48,0.04934536128300204,0.0645729894835139,0.18,1.0
4.5200000000000005,0.04846407035314244,0.06635365610565129,0.18,1.0
4.5600000000000005,0.047554034903689,0.0681240878276917,0.18,1.0
4.6000000000000005,0.04661756828168464,0.06988304894667996,0.18,1.0
4.64,0.045656983834172375,0.07162930375966074,0.18,1.0
4.68,0.044674594908195135,0.07336161656367883,0.18,1.0
4.72,0.04367271485079593,0.0750787516557789,0.18,1.0
4.76,0.042653657009017666,0.07677947333300575,0.18,1.0
4.8,0.04161610292672837,0.07846438125356614,0.18,1.0
4.84,0.0405503756290424,0.08013816215845655,0.18,1.0
4.88,0.039457484153595866,0.08179994912778346,0.18,1.0
4.92,0.03833933801035434,0.08344841470216961,0.18,1.0
4.96,0.0371978467092833,0.08508223142223792,0.18,1.0
5.0,0.0360349197603483,0.08670007182861121,0.18,1.0
5.04,0.034852466673514805,0.08830060846191233,0.18,1.0
5.08,0.033652396958748394,0.08988251386276414,0.18,1.0
5.12,0.03243320526239014,0.09144216473928166,0.18,1.0
5.16,0.031013486701544662,0.09285642456962499,0.18,1.0
5.2,0.029372965857612905,0.09411483270371582,0.18,1.0
5.24,0.027628360564600937,0.095299836617049,0.18,1.0
5.28,0.025896388656514977,0.09649388378511932,0.18,1.0
5.32,0.024293767967361088,0.09777942168342169,0.18,1.0
5.36,0.022937216331145486,0.09923889778745087,0.18,1.0
5.4,0.021943451581874267,0.10095475957270175,0.18,1.0
5.44,0.0214291915535536,0.10300945451466913,0.18,1.0
5.48,0.02221866920690434,0.10601571778452347,0.18,1.0
5.5200000000000005,0.02662524994023631,0.11167711459688974,0.18,1.0
5.5600000000000005,0.033871288777064086,0.1193492843278488,0.18,1.0
5.6000000000000005,0.042882396164713815,0.12816405426354727,0.18,1.0
5.64,0.05258418255051101,0.13725325169013106,0.18,1.0
5.68,0.0619022583817819,0.1457487038937469,0.18,1.0
5.72,0.069762234105852,0.15278223816054073,0.18,1.0
5.76,0.07508972017004747,0.15748568177665911,0.18,1.0
5.8,0.07683124789949682,0.15900905392848097,0.17994424043635435,1.0
5.84,0.07683124789949682,0.15900905392848097,0.17320687931437,1.0
5.88,0.07683124789949682,0.15900905392848097,0.1572655809883249,1.0
5.92,0.07683124789949682,0.15900905392848097,0.13502685194371233,1.0
5.96,0.07683124789949682,0.15900905392848097,0.10939719866602439,1.0
6.0,0.07683124789949682,0.15900905392848097,0.08328312764075481,1.0
6.04,0.07683124789949682,0.15900905392848097,0.059591145353395505,1.0
6.08,0.07683124789949682,0.15900905392848097,0.04122775828944014,1.0
6.12,0.07683124789949682,0.15900905392848097,0.031099472934380923,1.0
6.16,0.07683124789949682,0.15900905392848097,0.03,0.9871198546415475
6.2,0.07683124789949682,0.15900905392848097,0.03,0.9105686690882597
6.24,0.07683124789949682,0.15900905392848097,0.03,0.7818849068904171
6.28,0.07683124789949682,0.15900905392848097,0.03,0.6204452779513093
6.32,0.07683124789949682,0.15900905392848097,0.03,0.4456264921742157
6.36,0.07683124789949682,0.15900905392848097,0.03,0.2768052594624285
6.4,0.07683124789949682,0.15900905392848097,0.03,0.13335828971922714
6.44,0.07683124789949682,0.15900905392848097,0.03,0.03466229284790234
6.48,0.07683124789949682,0.15900905392848097,0.030012896822151035,0.0
6.5200000000000005,0.07683124789949682,0.15900905392848097,0.03577295789982705,0.0
6.5600000000000005,0.07683124789949682,0.15900905392848097,0.050262036821189175,0.0
6.6000000000000005,0.07683124789949682,0.15900905392848097,0.07091556904021425,0.0
6.640000000000001,0.07683124789949682,0.15900905392848097,0.09516899001087861,0.0
6.68,0.07683124789949682,0.15900905392848097,0.12045773518716016,0.0
6.72,0.07683124789949682,0.15900905392848097,0.14421724002303477,0.0
6.76,0.07683124789949682,0.15900905392848097,0.16388293997248035,0.0
6.8,0.07683124789949682,0.15900905392848097,0.17689027048947303,0.0
6.84,0.07695980162545693,0.15812677911906406,0.18212783463038137,0.0
6.88,0.07787573934858225,0.15184062308529134,0.18594428661035198,0.0
6.92,0.0795773119011846,0.14016259050907437,0.18939979987643793,0.0
6.96,0.08195228573619585,0.12386294946790524,0.19244878217004316,0.0
7.0,0.08488842730654779,0.1037119680392764,0.19504564123257173,0.0
7.04,0.08827350306517236,0.08047991430067908,0.19714478480542766,0.0
7.08,0.09199527946500131,0.054937056329606215,0.19870062063001498,0.0
7.12,0.09594152295896663,0.027853662203548846,0.1996675564477378,0.0
7.16,0.1,0.0,0.2,0.0
