t,x,y,z,gripper
1.72,-0.1929589089851748,-0.13638660926395865,0.0022168005985656212,0.38602285859669383
1.76,-0.19275004686491404,-0.13615846103679616,0.0013100451063233006,0.45151498214627683
1.8,-0.19280142297562416,-0.13608286857900428,0.0011244914500273082,0.5175556096907569
1.84,-0.19310439003409288,-0.13616261343647598,0.0016605297668710781,0.5833789163689762
1.8800000000000001,-0.19365030075710798,-0.13640047715510434,0.0029185501940480066,0.6482190773197767
1.92,-0.19443050786145716,-0.1367992412807823,0.004898942868751521,0.7113102676819999
1.96,-0.1954363640639283,-0.1373616873594029,0.007602097928175048,0.771886662594488
2.0,-0.196659222081309,-0.13809059693685907,0.011028405509512007,0.8291824371960825
2.04,-0.1980904346303872,-0.1389887515590439,0.015178255749955863,0.882431766625626
2.08,-0.1997213544279505,-0.1400589327718503,0.02005203878669995,0.9308688260219589
2.12,-0.20154333419078677,-0.1413039221211713,0.025650144756937714,0.9737277905239237
2.16,-0.20354746061843437,-0.1427262303432551,0.031972576391629516,1.0
2.2,-0.20570423855732656,-0.1443074155318298,0.038989362657999606,1.0
2.24,-0.207949285184272,-0.14599351959720394,0.0466197249132245,1.0
2.2800000000000002,-0.2102148382717639,-0.14772714416419816,0.05477796302048289,1.0
2.32,-0.21243313559229549,-0.149450890857633,0.06337837684295348,1.0
2.36,-0.21453641491835992,-0.15110736130232902,0.07233526624381495,1.0
2.4,-0.21645691402245043,-0.15263915712310688,0.08156293108624611,1.0
2.44,-0.21812687067706016,-0.1539888799447871,0.09097567123342544,1.0
2.48,-0.21947852265468232,-0.1550991313921903,0.10048778654853174,1.0
2.52,-0.22044410772781012,-0.15591251309013704,0.11001357689474371,1.0
2.56,-0.2209558636689368,-0.15637162666344795,0.11946734213524005,1.0
2.6,-0.22094602825055543,-0.15641907373694353,0.1287633821331994,1.0
2.64,-0.22034683924515933,-0.15599745593544442,0.1378159967518005,1.0
2.68,-0.21909053442524162,-0.15504937488377124,0.14653948585422205,1.0
2.72,-0.21710935156329558,-0.1535174322067445,0.15484814930364277,1.0
2.7600000000000002,-0.21433552843181425,-0.15134422952918478,0.16265628696324136,1.0
2.8000000000000003,-0.21070130280329097,-0.14847236847591275,0.1698781986961964,1.0
2.84,-0.20613891245021887,-0.1448444506717489,0.17642818436568664,1.0
2.88,-0.20058226009792418,-0.1404042984439688,0.18222204165345696,0.996636872897461
2.92,-0.19402997351311443,-0.13514318892778285,0.1872337959380127,0.9895358702438142
2.96,-0.1865647605805621,-0.12911404473237484,0.19151311243545163,0.9841699666340897
3.0,-0.17827494840085076,-0.12237390833771389,0.19511471149953236,0.9803744374755099
3.04,-0.16924886407456396,-0.11497982222376912,0.1980933134840135,0.9779845581752975
3.08,-0.15957483470228537,-0.10698882887050967,0.20050363874265353,0.9768356041406749
3.12,-0.14934118738459853,-0.0984579707579046,0.20240040762921122,0.976762850778865
3.16,-0.13863624922208723,-0.08944429036592318,0.2038383404974451,0.97760157349709
3.2,-0.12754834731533496,-0.08000483017453446,0.20487215770111372,0.9791870477025726
3.24,-0.11616580876492535,-0.07019663266370756,0.20555657959397583,0.9813545488025357
3.2800000000000002,-0.10457696067144195,-0.060076740313411606,0.2059463265297899,0.9839393522042013
3.3200000000000003,-0.0928701301354685,-0.049702195603615745,0.2060961188623146,0.9867767333147925
3.36,-0.08113364425758852,-0.039130041014289116,0.2060606769453085,0.9897019675415314
3.4,-0.06945583013838563,-0.02841731902540079,0.2058947211325302,0.992550330291641
3.44,-0.0579250148784435,-0.017621072116919947,0.2056529717777384,0.9951570969723438
3.48,-0.04662952557834557,-0.006798342768815593,0.20539014923469162,0.9973575429908622
3.52,-0.03565768933867569,0.003993826538942931,0.20516097385714838,0.9989869437544188
3.56,-0.025097833260017396,0.01469839332638661,0.20502016599886755,0.9998805746702364
3.6,-0.015036239946591926,0.025258974959240198,0.20502016599886752,0.9998805746702364
3.64,-0.005512168586287264,0.03563436525418702,0.20516097385714843,0.9989869437544189
3.68,0.003482145049342429,0.04579853447886961,0.2053901492346916,0.9973575429908621
3.72,0.011956509685104843,0.055726112746623854,0.2056529717777384,0.9951570969723438
3.7600000000000002,0.019920734045807704,0.06539173017078562,0.2058947211325302,0.9925503302916411
3.8000000000000003,0.027384626856259208,0.07477001686469138,0.2060606769453085,0.9897019675415314
3.84,0.03435799684126694,0.08383560294167684,0.20609611886231458,0.9867767333147924
3.88,0.04085065272563906,0.09256311851507844,0.2059463265297899,0.9839393522042013
3.92,0.046872403234183194,0.1009271936982319,0.20555657959397583,0.9813545488025356
3.96,0.05243305709170746,0.10890245860447362,0.20487215770111375,0.9791870477025726
4.0,0.057542423023019526,0.11646354334713936,0.20383834049744512,0.97760157349709
4.04,0.062210309752927455,0.1235850780395655,0.20240040762921127,0.9767628507788649
4.08,0.06644652600623906,0.13024169279508802,0.2005036387426536,0.9768356041406749
4.12,0.07026088050776212,0.13640801772704275,0.19809331348401354,0.9779845581752974
4.16,0.0736631819823047,0.1420586829487661,0.1951147114995324,0.9803744374755099
4.2,0.07666323915467448,0.14716831857359397,0.19151311243545174,0.9841699666340896
4.24,0.07927086074967953,0.15171155471486253,0.18723379593801276,0.9895358702438142
4.28,0.0814958554921276,0.15566302148590772,0.18222204165345707,0.9966368728974608
4.32,0.08334863154637683,0.15899975618871776,0.17642818436568666,1.0
4.36,0.08484856646857315,0.16173481479992516,0.16987819869619653,1.0
4.4,0.08602194247042212,0.16390898054322828,0.16265628696324141,1.0
4.44,0.08689521937534778,0.1655637498834072,0.15484814930364285,1.0
4.48,0.08749485700677422,0.16674061928524223,0.14653948585422225,1.0
4.5200000000000005,0.08784731518812547,0.16748108521351363,0.13781599675180062,1.0
4.5600000000000005,0.08797905374282562,0.1678266441330016,0.12876338213319957,1.0
4.6000000000000005,0.08791653249429879,0.16781879250848644,0.11946734213524011,1.0
4.64,0.087686211265969,0.16749902680474835,0.11001357689474389,1.0
4.68,0.08731454988126033,0.1669088434865676,0.10048778654853183,1.0
4.72,0.08682800816359686,0.16608973901872442,0.09097567123342562,1.0
4.76,0.08625304593640265,0.16508320986599906,0.0815629310862462,1.0
4.8,0.0856161230231018,0.16393075249317177,0.07233526624381503,1.0
4.84,0.08494369924711838,0.16267386336502282,0.06337837684295364,1.0
4.88,0.0842622344318764,0.16135403894633243,0.05477796302048297,1.0
4.92,0.08359818840080002,0.16001277570188088,0.04661972491322465,1.0
4.96,0.08297802097731327,0.15869157009644835,0.03898936265799968,1.0
5.0,0.08242819198484022,0.1574319185948151,0.031972576391629634,1.0
5.04,0.08197315429054226,0.15627310445889836,0.025650144756937766,0.9737277905239241
5.08,0.08161664171748083,0.15523156269598537,0.020052038786700043,0.9308688260219595
5.12,0.08135016496442361,0.15431024906910407,0.015178255749955905,0.8824317666256264
5.16,0.08116507674815834,0.1535119451241475,0.011028405509512049,0.8291824371960829
5.2,0.08105272978547279,0.15283943240700865,0.007602097928175121,0.7718866625944891
5.24,0.0810044767931547,0.1522954924635805,0.004898942868751554,0.7113102676820005
5.28,0.08101167048799185,0.15188290683975608,0.002918550194048057,0.6482190773197778
5.32,0.08106566358677197,0.15160445708142836,0.001660529766871102,0.5833789163689765
5.36,0.08115780880628284,0.15146292473449036,0.00112449145002734,0.5175556096907579
5.4,0.08127945886331225,0.15146109134483504,0.0013100451063233264,0.45151498214627706
5.44,0.0814219664746479,0.15160173845835548,0.0022168005985656134,0.38602285859669505
5.48,0.08157668435707757,0.1518876476209446,0.0038443677895608533,0.32184506390316736
5.5200000000000005,0.08173496522738904,0.1523216003784954,0.006192356542115585,0.2597474229268536
5.5600000000000005,0.08188816180237003,0.1529063782769009,0.009260376719036324,0.20049576052891288
5.6000000000000005,0.08202762679880836,0.15364476286205414,0.0130480381831298,0.14485590157050138
5.64,0.08214471293349175,0.15453953567984802,0.017554950797202394,0.09359367091277931
5.68,0.08223077292320793,0.15559347827617567,0.022780724424060907,0.04747489341690281
5.72,0.08227715948474473,0.15680937219692997,0.028724968926511704,0.007265393944032028
5.76,0.08227665693746156,0.1581852711634284,0.035380147547555356,0.0
5.8,0.08223263003847439,0.1596842873184843,0.042685905543186575,0.0
5.84,0.0821531857284179,0.1612538718860045,0.05055821499129251,0.0
5.88,0.08204645331671699,0.16284140221763674,0.05891293630382538,0.0
5.92,0.08192056211279658,0.16439425566502866,0.0676659298927374,0.0
5.96,0.08178364142608154,0.16585980957982824,0.07673305616998127,0.0
6.0,0.08164382056599673,0.16718544131368307,0.08603017554750901,0.0
6.04,0.08150922884196705,0.16831852821824098,0.09547314843727336,0.0
6.08,0.08138799556341744,0.1692064476451497,0.10497783525122634,0.0
6.12,0.08128825003977275,0.169796576946057,0.11446009640132068,0.0
6.16,0.08121812158045787,0.17003629347261062,0.12383579229950839,0.0
6.2,0.08118573949489769,0.1698729745764584,0.1330207833577422,0.0
6.24,0.0811992330925171,0.16925399760924803,0.14193092998797432,0.0
6.28,0.081266731682741,0.16812673992262725,0.15048209260215695,0.0
6.32,0.08139636457499427,0.1664385788682439,0.15859013161224278,0.0
6.36,0.0815962610787018,0.1641368917977457,0.16617090743018392,0.0
6.4,0.0818745505032885,0.16116905606278037,0.17314028046793295,0.0
6.44,0.08223936215817922,0.15748244901499575,0.1794141111374421,0.0
6.48,0.08269718965660955,0.1530361133746556,0.18492383217673922,0.008487174551394453
6.5200000000000005,0.0832456794923711,0.14785218726456636,0.1896851035964379,0.01638021350578685
6.5600000000000005,0.08387950069856523,0.1419740432988285,0.19374193174007656,0.022747382548135898
6.6000000000000005,0.08459332006453987,0.13544507009342016,0.19713834431240893,0.027684048547944144
6.640000000000001,0.08538180437964299,0.12830865626431945,0.19991836901818863,0.031285578374714254
6.68,0.08623962043322257,0.12060819042750415,0.20212603356216954,0.03364733889794909
6.72,0.08716143501462655,0.11238706119895264,0.2038053656491054,0.03486469698715127
6.76,0.08814191491320292,0.10368865719464257,0.20500039298374997,0.03503301951182356
6.8,0.08917572691829964,0.09455636703055237,0.205755143270857,0.034247673341468686
6.84,0.09025753781926468,0.08503357932265965,0.20611364421518025,0.032604025345589316
6.88,0.09138201440544597,0.0751636826869429,0.2061199235214734,0.030197442393688236
6.92,0.09254382346619153,0.06499006573937967,0.20581800889449028,0.0271232913552681
6.96,0.0937376317908493,0.05455611709594827,0.20525192803898465,0.02347693909983161
7.0,0.09495810616876724,0.043905225372626894,0.20446570865971025,0.01935375249688165
7.04,0.09619991338929332,0.03308077918539318,0.20350337846142086,0.014849098415920706
7.08,0.09745772024177549,0.022126167150225588,0.2024089651488702,0.010058343726451688
7.12,0.09872619351556174,0.011084777883101679,0.20122649642681195,0.0050768552979771064
7.16,0.1,0.0,0.2,2.7755575615628914e-17
