t,x,y,z,gripper
2.64,0.06980948067793924,-0.02654185281562122,0.18,1.0
2.68,0.070146989692353,-0.02446385114065287,0.18,1.0
2.72,0.07043421521322304,-0.022383801028213083,0.18,1.0
2.7600000000000002,0.07068612544850349,-0.020300670783055905,0.18,1.0
2.8000000000000003,0.07093771111820558,-0.018211203279142555,0.18,1.0
2.84,0.07118145348252118,-0.016116446555278503,0.18,1.0
2.88,0.0714086370449213,-0.014017571568508514,0.18,1.0
2.92,0.07161054630887695,-0.011915749275877373,0.18,1.0
2.96,0.07177846577785917,-0.009812150634429846,0.18,1.0
3.0,0.07190367995533892,-0.007707946601210702,0.18,1.0
3.04,0.07197747334478727,-0.005604308133264716,0.18,1.0
3.08,0.07199302340107389,-0.003502134905103758,0.18,1.0
3.12,0.07197720039404218,-0.0013979172566667148,0.18,1.0
3.16,0.07194285808731381,0.0007088726699455633,0.18,1.0
3.2,0.07189192434603,0.0028170675234106997,0.18,1.0
3.24,0.07182632703533197,0.0049254999524063,0.18,1.0
3.2800000000000002,0.0717479940203609,0.007033002605609963,0.18,1.0
3.3200000000000003,0.071658853166258,0.009138408131699298,0.18,1.0
3.36,0.0715608323381645,0.011240549179351902,0.18,1.0
3.4,0.07145585940122161,0.01333825839724538,0.18,1.0
3.44,0.0713263873365748,0.015432310675724141,0.18,1.0
3.48,0.07113248633948052,0.017526092040837753,0.18,1.0
3.52,0.07088157763938907,0.019618612678174708,0.18,1.0
3.56,0.07058305484793416,0.021708692985536765,0.18,1.0
3.6,0.07024631157674951,0.023795153360725654,0.18,1.0
3.64,0.06988074143746884,0.025876814201543103,0.18,1.0
3.68,0.06949573804172586,0.02795249590579091,0.18,1.0
3.72,0.06910069500115426,0.030021018871270764,0.18,1.0
3.7600000000000002,0.06870341790473908,0.03208139973129631,0.18,1.0
3.8000000000000003,0.0682739274061122,0.03413716898636584,0.18,1.0
3.84,0.06780112414437892,0.03618913032669862,0.18,1.0
3.88,0.06728971684911324,0.03823607518887948,0.18,1.0
3.92,0.06674441424988922,0.04027679500949307,0.18,1.0
3.96,0.06616992507628093,0.04231008122512421,0.18,1.0
4.0,0.06557095805786241,0.044334725272357545,0.18,1.0
4.04,0.06495222192420765,0.04634951858777789,0.18,1.0
4.08,0.06431842540489072,0.04835325260796993,0.18,1.0
4.12,0.06366602424409575,0.050346590869568615,0.18,1.0
4.16,0.06297622240579406,0.052333468403469,0.18,1.0
4.2,0.062250944999406525,0.0543129290535815,0.18,1.0
4.24,0.06149341743074062,0.05628371647775783,0.18,1.0
4.28,0.060706865105603865,0.05824457433384957,0.18,1.0
4.32,0.05989451342980373,0.06019424627970845,0.18,1.0
4.36,0.059059587809147766,0.06213147597318603,0.18,1.0
4.4,0.05820531364944341,0.06405500707213406,0.18,1.0
4.44,0.05733450435400951,0.06596372812539024,0.18,1.0
4.48,0.056435353370799336,0.06786159130405105,0.18,1.0
4.5200000000000005,0.05550298767646715,0.06974989468982265,0.18,1.0
4.5600000000000005,0.054539895530407036,0.07162731158683823,0.18,1.0
4.6000000000000005,0.05354856519201299,0.07349251529923108,0.18,1.0
4.64,0.05253148492067905,0.07534417913113435,0.18,1.0
4.68,0.05149114297579922,0.07718097638668134,0.18,1.0
4.72,0.05043002761676756,0.07900158037000517,0.18,1.0
4.76,0.04935062710297806,0.08080466438523916,0.18,1.0
4.8,0.048251525672891524,0.08259087240074607,0.18,1.0
4.84,0.0471223210129937,0.08436523648618716,0.18,1.0
4.88,0.0459640960671096,0.08612682531813064,0.18,1.0
4.92,0.0447789016841026,0.08787421307135856,0.18,1.0
4.96,0.04356878871283598,0.08960597392065305,0.18,1.0
5.0,0.042335808002173174,0.0913206820407961,0.18,1.0
5.04,0.041082010400977434,0.09301691160656987,0.18,1.0
5.08,0.03980944675811218,0.09469323679275636,0.18,1.0
5.12,0.03851654246977765,0.09634586293699626,0.18,1.0
5.16,0.03701071622618391,0.09784771176873958,0.18,1.0
5.2,0.03527041315967492,0.09918805476374776,0.18,1.0
5.24,0.03341951245372216,0.10045204275879174,0.18,1.0
5.28,0.03158189329179727,0.10172482659064243,0.18,1.0
5.32,0.02988143485737172,0.10309155709607075,0.18,1.0
5.36,0.028442016333917144,0.1046373851118476,0.18,1.0
5.4,0.027387516904905033,0.10644746147474395,0.18,1.0
5.44,0.026841815753807,0.10860693702153067,0.18,1.0
5.48,0.02762843227769682,0.11172025257077105,0.18,1.0
5.5200000000000005,0.03203457017256819,0.11745337561382589,0.18,1.0
5.5600000000000005,0.03927988082015398,0.12516480097134958,0.18,1.0
5.6000000000000005,0.048290082638346284,0.1339934831916818,0.18,1.0
5.64,0.05799089404503652,0.1430783768231615,0.18,1.0
5.68,0.06730803345811685,0.15155843641412842,0.18,1.0
5.72,0.07516721929547873,0.15857261651292148,0.18,1.0
5.76,0.08049416997501423,0.1632598716678803,0.18,1.0
5.8,0.08223552268997832,0.1647772713765263,0.17994424043635435,1.0
5.84,0.08223552268997832,0.1647772713765263,0.17320687931437,1.0
5.88,0.08223552268997832,0.1647772713765263,0.1572655809883249,1.0
5.92,0.08223552268997832,0.1647772713765263,0.13502685194371233,1.0
5.96,0.08223552268997832,0.1647772713765263,0.10939719866602439,1.0
6.0,0.08223552268997832,0.1647772713765263,0.08328312764075481,1.0
6.04,0.08223552268997832,0.1647772713765263,0.059591145353395505,1.0
6.08,0.08223552268997832,0.1647772713765263,0.04122775828944014,1.0
6.12,0.08223552268997832,0.1647772713765263,0.031099472934380923,1.0
6.16,0.08223552268997832,0.1647772713765263,0.03,0.9871198546415475
6.2,0.08223552268997832,0.1647772713765263,0.03,0.9105686690882597
6.24,0.08223552268997832,0.1647772713765263,0.03,0.7818849068904171
6.28,0.08223552268997832,0.1647772713765263,0.03,0.6204452779513093
6.32,0.08223552268997832,0.1647772713765263,0.03,0.4456264921742157
6.36,0.08223552268997832,0.1647772713765263,0.03,0.2768052594624285
6.4,0.08223552268997832,0.1647772713765263,0.03,0.13335828971922714
6.44,0.08223552268997832,0.1647772713765263,0.03,0.03466229284790234
6.48,0.08223552268997832,0.1647772713765263,0.030012896822151035,0.0
6.5200000000000005,0.08223552268997832,0.1647772713765263,0.03577295789982705,0.0
6.5600000000000005,0.08223552268997832,0.1647772713765263,0.050262036821189175,0.0
6.6000000000000005,0.08223552268997832,0.1647772713765263,0.07091556904021425,0.0
6.640000000000001,0.08223552268997832,0.1647772713765263,0.09516899001087861,0.0
6.68,0.08223552268997832,0.1647772713765263,0.12045773518716016,0.0
6.72,0.08223552268997832,0.1647772713765263,0.14421724002303477,0.0
6.76,0.08223552268997832,0.1647772713765263,0.16388293997248035,0.0
6.8,0.08223552268997832,0.1647772713765263,0.17689027048947303,0.0
6.84,0.08233409035292498,0.16386299113833716,0.18212783463038137,0.0
6.88,0.08303637914384779,0.1573487983103109,0.18594428661035198,0.0
6.92,0.08434104790075522,0.1452471330565781,0.18939979987643793,0.0
6.96,0.08616204234279237,0.1283562057236684,0.19244878217004316,0.0
7.0,0.0884133081891042,0.10747422665811171,0.19504564123257173,0.0
7.04,0.09100879115883585,0.08339940620643668,0.19714478480542766,0.0
7.08,0.09386243697113232,0.056929954715173724,0.19870062063001498,0.0
7.12,0.09688819134513871,0.028864082530851307,0.1996675564477378,0.0
7.16,0.1,0.0,0.2,0.0
